case,document_nr,document_name,document_href,text,log,,,
Case No 2973 (Mexico),8-Mar-12,"Legitimate Academic Workers鈥?Union of CONALEP
in the State of Jalisco (SILTACEJ) supported by
the National Federation of Academic Trade Unions of CONALEP (FENSACONALEP)
","['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3949742', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3144101']",586.The Committee requests the Government to keep it informed of the outcome of the application for judicial review filed by SUTACEJ.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3144101, response status: 200",,,
Case No 2973 (Mexico),8-Mar-12,"Legitimate Academic Workers鈥?Union of CONALEP
in the State of Jalisco (SILTACEJ) supported by
the National Federation of Academic Trade Unions of CONALEP (FENSACONALEP)
","['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3949742', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3144101']","587.In the light of its foregoing conclusions, the Committee invites the Governing Body to approve the following recommendation:The Committee requests the Government to keep it informed of the outcome of the application for judicial review filed by SUTACEJ.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3144101, response status: 200",,,
Case No 2920 (Mexico),8-Dec-11,"Federal District Higher Intermediate Education Institute Workers鈥?Union, Federal District Housing Institute Workers鈥?Association, National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations and Federal District Firefighters鈥?Union
",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160'],"654.The complaint is contained in a joint communication dated 8 December 2011 from the following organizations: the Federal District Higher Intermediate Education Institute Workers鈥?Union, the Federal District Housing Institute Workers鈥?Association, the National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations, and the Federal District Firefighters鈥?Union.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160, response status: 200",,,
Case No 2920 (Mexico),8-Dec-11,"Federal District Higher Intermediate Education Institute Workers鈥?Union, Federal District Housing Institute Workers鈥?Association, National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations and Federal District Firefighters鈥?Union
",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160'],655.The Government sent its observations in a communication dated 1 March 2013.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160, response status: 200",,,
Case No 2920 (Mexico),8-Dec-11,"Federal District Higher Intermediate Education Institute Workers鈥?Union, Federal District Housing Institute Workers鈥?Association, National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations and Federal District Firefighters鈥?Union
",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160'],"656.Mexico has ratified the Freedom of Association and Protection of the Right to Organise Convention, 1948 (No. 87), but has not ratified the Right to Organise and Collective Bargaining Convention, 1949 (No. 98).","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160, response status: 200",,,
Case No 2920 (Mexico),8-Dec-11,"Federal District Higher Intermediate Education Institute Workers鈥?Union, Federal District Housing Institute Workers鈥?Association, National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations and Federal District Firefighters鈥?Union
",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160'],"657.In a communication dated 8 December 2011, the Federal District Higher Intermediate Education Institute Workers鈥?Union, the Federal District Housing Institute Workers鈥?Association, the National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations, and the Federal District Firefighters鈥?Union allege that on 25 October 2011 the Plenary of the Local Conciliation and Arbitration Board of the Federal District adopted 鈥渃riteria for the proper functioning of","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160, response status: 200",,,
Case No 2920 (Mexico),8-Dec-11,"Federal District Higher Intermediate Education Institute Workers鈥?Union, Federal District Housing Institute Workers鈥?Association, National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations and Federal District Firefighters鈥?Union
",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160'],collective procedures鈥? which were published in the Labour Bulletin of the Federal District Local Conciliation and Arbitration Board on 27 October 2011.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160, response status: 200",,,
Case No 2920 (Mexico),8-Dec-11,"Federal District Higher Intermediate Education Institute Workers鈥?Union, Federal District Housing Institute Workers鈥?Association, National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations and Federal District Firefighters鈥?Union
",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160'],"658.According to the allegations, the abovementioned criteria for the proper functioning of collective procedures do not form part of the current Federal Labour Act and violate the rights of freedom of association to the detriment of workers in the Federal District; these criteria were imposed unilaterally and were published in the Labour Bulletin on 27 October 2011. Moreover, the Federal District Local Conciliation and Arbitration Board, as a local entity, has no power to amend, extend or","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160, response status: 200",,,
Case No 2920 (Mexico),8-Dec-11,"Federal District Higher Intermediate Education Institute Workers鈥?Union, Federal District Housing Institute Workers鈥?Association, National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations and Federal District Firefighters鈥?Union
",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160'],"define conditions established by a federal law or, consequently, to apply subjective interpretations devoid of any legal basis which undermine and prevent the free exercise of freedom of association and collective bargaining designed to achieve a balance between the factors of production. The complainants reproduce in their complaint the criteria issued by the Local Board.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160, response status: 200",,,
Case No 2920 (Mexico),8-Dec-11,"Federal District Higher Intermediate Education Institute Workers鈥?Union, Federal District Housing Institute Workers鈥?Association, National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations and Federal District Firefighters鈥?Union
",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160'],"659.The complainants indicate that the contested criteria were issued by the Plenary of the Federal District Local Conciliation and Arbitration Board, which thereby overstepped the regulatory powers conferred on it by the Federal Labour Act solely for the purposes of its internal organization and not to enable it to impose extra-legal conditions or new obligations. Such criteria violate Convention No. 87 and encroach upon constitutional and legal powers that were conferred exclusively on the","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160, response status: 200",,,
Case No 2920 (Mexico),8-Dec-11,"Federal District Higher Intermediate Education Institute Workers鈥?Union, Federal District Housing Institute Workers鈥?Association, National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations and Federal District Firefighters鈥?Union
",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160'],"Congress of Mexico by virtue of article 73(X) of the Constitution. The complainant states that such criteria impose extra-legal requirements with regard to various collective procedures, such as trade union registration, recording of changes in union leadership or statutes, depositing and revision of collective agreements, strike notices and collective bargaining rights. The abovementioned criteria violate the principles of supremacy of the Constitution and the hierarchy of laws established in","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160, response status: 200",,,
Case No 2920 (Mexico),8-Dec-11,"Federal District Higher Intermediate Education Institute Workers鈥?Union, Federal District Housing Institute Workers鈥?Association, National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations and Federal District Firefighters鈥?Union
",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160'],articles 1 and 133 of the Constitution.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160, response status: 200",,,
Case No 2920 (Mexico),8-Dec-11,"Federal District Higher Intermediate Education Institute Workers鈥?Union, Federal District Housing Institute Workers鈥?Association, National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations and Federal District Firefighters鈥?Union
",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160'],"660.In its communication dated 1 March 2013, the Government states that in no way can it be considered that the State of Mexico, through the conduct of the authorities specifically referred to by the complainants, has violated the provisions of ILO Convention No. 87, since the complainant organizations are unable to substantiate the claim that the State acted in such a way as to prevent their establishment. Nor do they provide any evidence that the Mexican authorities prevented the workers from","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160, response status: 200",,,
Case No 2920 (Mexico),8-Dec-11,"Federal District Higher Intermediate Education Institute Workers鈥?Union, Federal District Housing Institute Workers鈥?Association, National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations and Federal District Firefighters鈥?Union
",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160'],"forming coalitions or freely joining the complainant organizations; or from drawing up their constitutions and rules, electing their representatives in full freedom, organizing their administration and activities or formulating their programmes.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160, response status: 200",,,
Case No 2920 (Mexico),8-Dec-11,"Federal District Higher Intermediate Education Institute Workers鈥?Union, Federal District Housing Institute Workers鈥?Association, National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations and Federal District Firefighters鈥?Union
",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160'],"661.With regard to the allegations that the criteria in question violate the collective right to organize to the detriment of the workers of the Federal District and lay down requirements beyond those provided for in the Federal Labour Act, the Government indicates that the complainants claim such violations but do not state which collective rights have been violated by the application of the criteria; nor do they specify which 鈥渆xtra-legal鈥?requirements were thereby established. They simply","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160, response status: 200",,,
Case No 2920 (Mexico),8-Dec-11,"Federal District Higher Intermediate Education Institute Workers鈥?Union, Federal District Housing Institute Workers鈥?Association, National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations and Federal District Firefighters鈥?Union
",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160'],"object to the fact that the criteria have been issued and have not been revoked, without saying exactly how they are supposed to be detrimental. It should be noted that the document setting forth the criteria was issued solely to elaborate on the provisions of the Federal Labour Act relating to the authority and competence that the Act confers on the Local Conciliation and Arbitration Boards. Hence the document cannot be considered to overstep the aforementioned Act since its purpose is simply","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160, response status: 200",,,
Case No 2920 (Mexico),8-Dec-11,"Federal District Higher Intermediate Education Institute Workers鈥?Union, Federal District Housing Institute Workers鈥?Association, National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations and Federal District Firefighters鈥?Union
",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160'],to spell out the competence that the Act confers.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160, response status: 200",,,
Case No 2920 (Mexico),8-Dec-11,"Federal District Higher Intermediate Education Institute Workers鈥?Union, Federal District Housing Institute Workers鈥?Association, National Union of Workers in Higher Intermediate Education and Decentralized Public Organizations and Federal District Firefighters鈥?Union
",['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160'],"662.The scope of competence of the Local Conciliation and Arbitration Boards in each federative entity is laid down in sections 621鈥?24 of the Federal Labour Act, which only provides for their establishment, composition and general operation. Section 621 of the Act provides that the Local Conciliation and Arbitration Boards shall operate in each of the federative entities and shall be responsible for hearing and settling labour disputes which do not come within the competence of the Federal","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:3128160, response status: 200",,,
